,forecast,error,forecast_lower,forecast_upper
0,1.2378066061069812,0.015718731195239883,1.2220878749117414,1.253525337302221
1,1.256699814044056,0.0197814382904681,1.2369183757535878,1.2764812523345241
2,1.2716993597476993,0.02340402192842969,1.2482953378192696,1.295103381676129
3,1.2805858838978073,0.026634161809653358,1.253951722088154,1.3072200457074605
4,1.2858507307825546,0.029514372370683415,1.2563363584118712,1.315365103153238
5,1.288969904517034,0.0320825623503466,1.2568873421666873,1.3210524668673806
6,1.2908178679998947,0.03437253373677315,1.2564453342631217,1.3251904017366678
7,1.2919126992996834,0.03641442666221012,1.2554982726374733,1.3283271259618936
8,1.292561335263605,0.03823511610124091,1.254326219162364,1.3307964513648458
9,1.2929456215127955,0.0398585655936715,1.253087055919124,1.3328041871064669
10,1.2931732930104167,0.04130614264771107,1.2518671503627057,1.3344794356581278
11,1.2933081776463835,0.04259689997471886,1.2507112776716647,1.3359050776211023
12,1.2933880904383226,0.0437478262570712,1.2496402641812514,1.3371359166953938
13,1.2934354350025847,0.04477406974970363,1.248661365252881,1.3382095047522884
14,1.2934634844263475,0.04568913765832577,1.2477743467680218,1.3391526220846732
15,1.293480102388424,0.04650507391848386,1.2469750284699401,1.3399851763069077
16,1.293489947748026,0.04723261771536254,1.2462573300326634,1.3407225654633885
17,1.2934957806597418,0.0478813448307307,1.245614435829011,1.3413771254904725
18,1.2934992363851254,0.04845979367741102,1.2450394427077145,1.3419590300625364
19,1.2935012837396043,0.04897557768011283,1.2445257060594914,1.3424768614197171
20,1.2935024967006752,0.049435485481761764,1.2440670112189134,1.342937982182437
21,1.2935032153229629,0.0498455702942212,1.2436576450287418,1.343348785617184
22,1.2935036410728116,0.050211229569421464,1.24329241150339,1.343714870642233
23,1.2935038933095386,0.05053727603951162,1.242966617270027,1.3440411693490502
24,1.2935040427479154,0.05082800106104984,1.2426760416868656,1.3443320438089652
25,1.2935041312831133,0.05108723109695555,1.2424169001861578,1.3445913623800687
26,1.2935041837360468,0.05131837807962708,1.2421858056564197,1.344822561815674
27,1.2935042148119387,0.051524484318093935,1.2419797304938447,1.3450286991300326
28,1.2935042332229405,0.0517082625402623,1.2417959706826782,1.3452124957632028
29,1.2935042441305917,0.05187213159728163,1.24163211253331,1.3453763757278734
30,1.2935042505928611,0.05201824829996582,1.2414860022928953,1.345522498892827
31,1.2935042544214514,0.052148535806293396,1.241355718615158,1.3456527902277449
32,1.2935042566897108,0.052264708933617156,1.2412395477560936,1.345768965623328
33,1.2935042580335474,0.05236829672873736,1.24113596130481,1.3458725547622847
34,1.2935042588297074,0.05246066259290111,1.2410435962368063,1.3459649214226086
35,1.2935042593013946,0.05254302222660909,1.2409612370747856,1.3460472815280036
36,1.293504259580847,0.0526164596304154,1.2408877999504315,1.3461207192112625
37,1.2935042597464095,0.052681941372319845,1.2408223183740896,1.3461862011187293
38,1.2935042598444975,0.0527403293095371,1.2407639305349603,1.3462445891540347
39,1.29350425990261,0.05279239193208402,1.240711867970526,1.3462966518346942
40,1.293504259937039,0.052838814477487145,1.2406654454595518,1.3463430744145262
41,1.2935042599574365,0.05288020794973805,1.2406240520076983,1.3463844679071746
42,1.293504259969521,0.052917117161202176,1.2405871428083188,1.3464213771307232
43,1.2935042599766806,0.052950027903327056,1.2405542320733536,1.3464542878800076
44,1.2935042599809223,0.052979373340529455,1.2405248866403928,1.3464836333214518
45,1.2935042599834352,0.05300553971141627,1.240498720272019,1.3465097996948514
46,1.293504259984924,0.05302887141237762,1.2404753885725464,1.3465331313973017
47,1.2935042599858062,0.05304967553046128,1.240454584455345,1.3465539355162675
48,1.293504259986329,0.053068225885189176,1.2404360341011398,1.346572485871518
49,1.2935042599866384,0.05308476663251369,1.2404194933541248,1.346589026619152
50,1.2935042599868218,0.05309951547834799,1.2404047445084738,1.3466037754651698
51,1.2935042599869306,0.05311266654396651,1.2403915934429641,1.3466169265308972
52,1.293504259986995,0.053124392920989194,1.2403798670660058,1.3466286529079843
53,1.2935042599870332,0.05313484894957783,1.2403694110374555,1.346639108936611
54,1.2935042599870559,0.05314417224982946,1.2403600877372265,1.3466484322368852
55,1.2935042599870692,0.05315248553310382,1.2403517744539654,1.346656745520173
56,1.2935042599870772,0.05315989821712497,1.240344361769952,1.3466641582042023
57,1.2935042599870816,0.05316650786611491,1.2403377521209666,1.3466707678531966
58,1.2935042599870843,0.05317240147491377,1.2403318585121705,1.346676661461998
59,1.293504259987086,0.053177656613988,1.240326603373098,1.3466819166010742
60,1.293504259987087,0.05318234245039691,1.24032191753669,1.346686602437484
61,1.2935042599870874,0.053186520658155226,1.2403177393289322,1.3466907806452426
62,1.2935042599870878,0.05319024622997384,1.240314013757114,1.3466945062170617
63,1.293504259987088,0.05319356820106254,1.2403106917860256,1.3466978281881505
64,1.2935042599870883,0.053196530294521316,1.2403077296925669,1.3467007902816097
65,1.2935042599870883,0.05319917149681484,1.2403050884902735,1.346703431483903
66,1.2935042599870883,0.053201526570904316,1.240302733416184,1.3467057865579926
67,1.2935042599870883,0.05320362651379036,1.240300633473298,1.3467078865008786
68,1.2935042599870883,0.0532054989644892,1.240298761022599,1.3467097589515775
69,1.2935042599870883,0.05320716856781169,1.2402970914192766,1.3467114285549
70,1.2935042599870883,0.05320865729873327,1.240295602688355,1.3467129172858217
71,1.2935042599870883,0.05320998475162401,1.2402942752354642,1.3467142447387124
72,1.2935042599870883,0.05321116839814576,1.2402930915889425,1.346715428385234
73,1.2935042599870883,0.053212223817210524,1.2402920361698777,1.3467164838042989
74,1.2935042599870883,0.05321316490002688,1.2402910950870614,1.3467174248871152
75,1.2935042599870883,0.053214004032933235,1.240290255954155,1.3467182640200215
76,1.2935042599870883,0.053214752260424256,1.240289507726664,1.3467190122475126
77,1.2935042599870883,0.05321541943051625,1.240288840556572,1.3467196794176046
78,1.2935042599870883,0.053216014324364694,1.2402882456627236,1.346720274311453
79,1.2935042599870883,0.053216544771840034,1.2402877152152483,1.3467208047589283
80,1.2935042599870883,0.053217017754582804,1.2402872422325055,1.346721277741671
81,1.2935042599870883,0.05321743949789455,1.2402868204891937,1.3467216994849829
82,1.2935042599870883,0.05321781555267397,1.2402864444344144,1.3467220755397622
83,1.2935042599870883,0.0532181508684767,1.2402861091186117,1.3467224108555649
84,1.2935042599870883,0.05321844985866035,1.240285810128428,1.3467227098457486
85,1.2935042599870883,0.05321871645847221,1.240285543528616,1.3467229764455606
86,1.2935042599870883,0.05321895417684414,1.240285305810244,1.3467232141639325
87,1.2935042599870883,0.05321916614257645,1.2402850938445118,1.3467234261296648
88,1.2935042599870883,0.053219355145518496,1.2402849048415698,1.3467236151326067
89,1.2935042599870883,0.05321952367328812,1.2402847363138,1.3467237836603765
90,1.2935042599870883,0.05321967394401314,1.2402845860430751,1.3467239339311015
91,1.2935042599870883,0.05321980793552594,1.2402844520515623,1.3467240679226142
92,1.2935042599870883,0.05321992741139524,1.2402843325756931,1.3467241873984834
93,1.2935042599870883,0.05322003394413784,1.2402842260429505,1.346724293931226
94,1.2935042599870883,0.05322012893591578,1.2402841310511725,1.346724388923004
95,1.2935042599870883,0.05322021363699131,1.240284046350097,1.3467244736240795
96,1.2935042599870883,0.05322028916218255,1.2402839708249058,1.3467245491492708
97,1.2935042599870883,0.05322035650553654,1.2402839034815518,1.3467246164926248
98,1.2935042599870883,0.053220416553412635,1.2402838434336756,1.346724676540501
99,1.2935042599870883,0.05322047009614863,1.2402837898909396,1.346724730083237
100,1.2935042599870883,0.05322051783846301,1.2402837421486252,1.3467247778255513
101,1.2935042599870883,0.053220560408730286,1.240283699578358,1.3467248203958186
102,1.2935042599870883,0.053220598367251556,1.2402836616198367,1.3467248583543399
103,1.2935042599870883,0.05322063221362908,1.2402836277734592,1.3467248922007173
104,1.2935042599870883,0.053220662393341896,1.2402835975937463,1.3467249223804303
105,1.2935042599870883,0.05322068930360918,1.2402835706834792,1.3467249492906974
106,1.2935042599870883,0.05322071329861834,1.2402835466884699,1.3467249732857067
107,1.2935042599870883,0.053220734694186755,1.2402835252929014,1.3467249946812752
108,1.2935042599870883,0.05322075377191848,1.2402835062151698,1.3467250137590068
109,1.2935042599870883,0.05322077078291071,1.2402834892041776,1.346725030769999
110,1.2935042599870883,0.053220785951058606,1.2402834740360298,1.3467250459381468
111,1.2935042599870883,0.05322079947600222,1.240283460511086,1.3467250594630906
112,1.2935042599870883,0.05322081153575409,1.240283448451334,1.3467250715228425
113,1.2935042599870883,0.053220822289042166,1.240283437698046,1.3467250822761305
114,1.2935042599870883,0.053220831877399025,1.2402834281096893,1.3467250918644873
115,1.2935042599870883,0.05322084042702464,1.2402834195600636,1.346725100414113
116,1.2935042599870883,0.05322084805044744,1.2402834119366408,1.3467251080375358
117,1.2935042599870883,0.05322085484800533,1.240283405139083,1.3467251148350936
118,1.2935042599870883,0.05322086090916638,1.2402833990779218,1.3467251208962547
119,1.2935042599870883,0.053220866313706344,1.240283393673382,1.3467251263007947
120,1.2935042599870883,0.05322087113275866,1.2402833888543296,1.346725131119847
121,1.2935042599870883,0.05322087542975071,1.2402833845573376,1.346725135416839
122,1.2935042599870883,0.05322087926123861,1.2402833807258498,1.3467251392483268
123,1.2935042599870883,0.05322088267765162,1.2402833773094366,1.34672514266474
124,1.2935042599870883,0.05322088572395586,1.2402833742631325,1.346725145711044
125,1.2935042599870883,0.053220888440246174,1.2402833715468422,1.3467251484273344
126,1.2935042599870883,0.0532208908622738,1.2402833691248145,1.346725150849362
127,1.2935042599870883,0.05322089302191698,1.2402833669651714,1.3467251530090052
128,1.2935042599870883,0.05322089494760048,1.2402833650394878,1.3467251549346888
129,1.2935042599870883,0.05322089666466977,1.2402833633224186,1.346725156651758
130,1.2935042599870883,0.05322089819572454,1.2402833617913638,1.3467251581828128
131,1.2935042599870883,0.05322089956091623,1.240283360426172,1.3467251595480045
132,1.2935042599870883,0.05322090077821321,1.2402833592088751,1.3467251607653015
133,1.2935042599870883,0.053220901863637295,1.240283358123451,1.3467251618507257
134,1.2935042599870883,0.053220902831474605,1.2402833571556138,1.3467251628185628
135,1.2935042599870883,0.053220903694463625,1.2402833562926248,1.3467251636815518
136,1.2935042599870883,0.05322090446396284,1.2402833555231254,1.3467251644510512
137,1.2935042599870883,0.05322090515010023,1.240283354836988,1.3467251651371885
138,1.2935042599870883,0.053220905761906606,1.2402833542251817,1.346725165748995
139,1.2935042599870883,0.05322090630743443,1.2402833536796538,1.3467251662945228
140,1.2935042599870883,0.05322090679386383,1.2402833531932245,1.346725166780952
141,1.2935042599870883,0.053220907227597085,1.2402833527594912,1.3467251672146854
142,1.2935042599870883,0.05322090761434291,1.2402833523727455,1.3467251676014311
143,1.2935042599870883,0.053220907959191564,1.2402833520278966,1.34672516794628
144,1.2935042599870883,0.05322090826668189,1.2402833517204064,1.3467251682537702
145,1.2935042599870883,0.053220908540861,1.2402833514462273,1.3467251685279493
146,1.2935042599870883,0.053220908785337584,1.2402833512017506,1.346725168772426
147,1.2935042599870883,0.05322090900332939,1.240283350983759,1.3467251689904176
148,1.2935042599870883,0.053220909197705585,1.2402833507893827,1.346725169184794
149,1.2935042599870883,0.05322090937102451,1.2402833506160638,1.3467251693581128
150,1.2935042599870883,0.05322090952556735,1.240283350461521,1.3467251695126556
151,1.2935042599870883,0.05322090966336818,1.24028335032372,1.3467251696504565
152,1.2935042599870883,0.05322090978624068,1.2402833502008477,1.346725169773329
153,1.2935042599870883,0.05322090989580209,1.2402833500912862,1.3467251698828904
154,1.2935042599870883,0.053220909993494436,1.240283349993594,1.3467251699805827
155,1.2935042599870883,0.05322091008060352,1.2402833499064847,1.3467251700676919
156,1.2935042599870883,0.053220910158275854,1.2402833498288124,1.3467251701453642
157,1.2935042599870883,0.053220910227533745,1.2402833497595545,1.3467251702146221
158,1.2935042599870883,0.05322091028928875,1.2402833496977996,1.346725170276377
159,1.2935042599870883,0.05322091034435368,1.2402833496427346,1.346725170331442
160,1.2935042599870883,0.05322091039345329,1.240283349593635,1.3467251703805416
161,1.2935042599870883,0.0532209104372338,1.2402833495498544,1.3467251704243222
162,1.2935042599870883,0.05322091047627146,1.2402833495108168,1.3467251704633598
163,1.2935042599870883,0.05322091051108008,1.2402833494760082,1.3467251704981684
164,1.2935042599870883,0.05322091054211778,1.2402833494449705,1.346725170529206
165,1.2935042599870883,0.05322091056979309,1.2402833494172951,1.3467251705568815
166,1.2935042599870883,0.05322091059447026,1.240283349392618,1.3467251705815586
167,1.2935042599870883,0.05322091061647409,1.2402833493706142,1.3467251706035623
168,1.2935042599870883,0.05322091063609419,1.2402833493509942,1.3467251706231824
169,1.2935042599870883,0.05322091065358879,1.2402833493334995,1.346725170640677
170,1.2935042599870883,0.053220910669188166,1.2402833493179002,1.3467251706562764
171,1.2935042599870883,0.053220910683097616,1.2402833493039906,1.346725170670186
172,1.2935042599870883,0.05322091069550022,1.2402833492915881,1.3467251706825885
173,1.2935042599870883,0.053220910706559224,1.240283349280529,1.3467251706936476
174,1.2935042599870883,0.053220910716420176,1.2402833492706682,1.3467251707035084
175,1.2935042599870883,0.053220910725212865,1.2402833492618754,1.3467251707123011
176,1.2935042599870883,0.05322091073305302,1.2402833492540353,1.3467251707201413
177,1.2935042599870883,0.05322091074004383,1.2402833492470444,1.3467251707271322
178,1.2935042599870883,0.05322091074627731,1.240283349240811,1.3467251707333656
179,1.2935042599870883,0.05322091075183549,1.2402833492352527,1.3467251707389238
180,1.2935042599870883,0.05322091075679154,1.2402833492302967,1.3467251707438799
181,1.2935042599870883,0.053220910761210695,1.2402833492258776,1.346725170748299
182,1.2935042599870883,0.053220910765151105,1.2402833492219372,1.3467251707522394
183,1.2935042599870883,0.05322091076866465,1.2402833492184235,1.346725170755753
184,1.2935042599870883,0.05322091077179756,1.2402833492152907,1.3467251707588859
185,1.2935042599870883,0.05322091077459107,1.2402833492124972,1.3467251707616794
186,1.2935042599870883,0.05322091077708195,1.2402833492100063,1.3467251707641703
187,1.2935042599870883,0.05322091077930299,1.2402833492077854,1.3467251707663912
188,1.2935042599870883,0.05322091078128342,1.240283349205805,1.3467251707683716
189,1.2935042599870883,0.05322091078304931,1.240283349204039,1.3467251707701375
190,1.2935042599870883,0.05322091078462389,1.2402833492024643,1.3467251707717123
191,1.2935042599870883,0.05322091078602789,1.2402833492010603,1.3467251707731163
192,1.2935042599870883,0.0532209107872798,1.2402833491998084,1.3467251707743682
193,1.2935042599870883,0.05322091078839608,1.2402833491986922,1.3467251707754844
194,1.2935042599870883,0.05322091078939144,1.2402833491976968,1.3467251707764798
195,1.2935042599870883,0.05322091079027896,1.2402833491968093,1.3467251707773673
196,1.2935042599870883,0.05322091079107033,1.240283349196018,1.3467251707781587
197,1.2935042599870883,0.053220910791775974,1.2402833491953122,1.3467251707788643
198,1.2935042599870883,0.05322091079240518,1.2402833491946832,1.3467251707794934
199,1.2935042599870883,0.05322091079296622,1.240283349194122,1.3467251707800545
